DATE,時間,電力使用（万kW）,シーズン,日付,日時,気温（℃）,降水,曜日
2018/12/3,22:00,3193,2018,2018年12月3日,2018年12月3日 22:00,13.5 ,なし,月
2018/12/3,23:00,2969,2018,2018年12月3日,2018年12月3日 23:00,12.9 ,なし,月
2018/12/4,0:00,2727,2018,2018年12月4日,2018年12月4日 0:00,13.2 ,なし,火
2018/12/4,1:00,2603,2018,2018年12月4日,2018年12月4日 1:00,13.3 ,あり,火
2018/12/4,2:00,2568,2018,2018年12月4日,2018年12月4日 2:00,13.2 ,あり,火
2018/12/4,3:00,2573,2018,2018年12月4日,2018年12月4日 3:00,12.9 ,あり,火
2018/12/4,4:00,2604,2018,2018年12月4日,2018年12月4日 4:00,12.7 ,あり,火
2018/12/4,5:00,2715,2018,2018年12月4日,2018年12月4日 5:00,12.9 ,なし,火
2018/12/4,6:00,3000,2018,2018年12月4日,2018年12月4日 6:00,12.9 ,なし,火
2018/12/4,7:00,3241,2018,2018年12月4日,2018年12月4日 7:00,13.0 ,なし,火
2018/12/4,8:00,3467,2018,2018年12月4日,2018年12月4日 8:00,13.4 ,なし,火
2018/12/4,9:00,3564,2018,2018年12月4日,2018年12月4日 9:00,14.4 ,なし,火
2018/12/4,10:00,3522,2018,2018年12月4日,2018年12月4日 10:00,15.4 ,なし,火
2018/12/4,11:00,3491,2018,2018年12月4日,2018年12月4日 11:00,16.6 ,なし,火
2018/12/4,12:00,3307,2018,2018年12月4日,2018年12月4日 12:00,19.5 ,なし,火
2018/12/4,13:00,3441,2018,2018年12月4日,2018年12月4日 13:00,20.8 ,なし,火
2018/12/4,14:00,3484,2018,2018年12月4日,2018年12月4日 14:00,22.5 ,なし,火
2018/12/4,15:00,3428,2018,2018年12月4日,2018年12月4日 15:00,22.9 ,なし,火
2018/12/4,16:00,3582,2018,2018年12月4日,2018年12月4日 16:00,22.1 ,なし,火
2018/12/4,17:00,3637,2018,2018年12月4日,2018年12月4日 17:00,21.4 ,なし,火
2018/12/4,18:00,3570,2018,2018年12月4日,2018年12月4日 18:00,21.5 ,なし,火
2018/12/4,19:00,3444,2018,2018年12月4日,2018年12月4日 19:00,21.7 ,なし,火
2018/12/4,20:00,3300,2018,2018年12月4日,2018年12月4日 20:00,21.5 ,なし,火
2018/12/4,21:00,3153,2018,2018年12月4日,2018年12月4日 21:00,21.7 ,なし,火
2018/12/4,22:00,3029,2018,2018年12月4日,2018年12月4日 22:00,18.7 ,あり,火
2018/12/4,23:00,2845,2018,2018年12月4日,2018年12月4日 23:00,19.7 ,あり,火
2018/12/5,0:00,2643,2018,2018年12月5日,2018年12月5日 0:00,20.1 ,なし,水
2018/12/5,1:00,2544,2018,2018年12月5日,2018年12月5日 1:00,18.0 ,なし,水
2018/12/5,2:00,2519,2018,2018年12月5日,2018年12月5日 2:00,17.1 ,なし,水
2018/12/5,3:00,2531,2018,2018年12月5日,2018年12月5日 3:00,17.2 ,なし,水
2018/12/5,4:00,2544,2018,2018年12月5日,2018年12月5日 4:00,17.1 ,なし,水
2018/12/5,5:00,2616,2018,2018年12月5日,2018年12月5日 5:00,17.1 ,なし,水
2018/12/5,6:00,2825,2018,2018年12月5日,2018年12月5日 6:00,17.8 ,なし,水
2018/12/5,7:00,3069,2018,2018年12月5日,2018年12月5日 7:00,17.8 ,なし,水
2018/12/5,8:00,3318,2018,2018年12月5日,2018年12月5日 8:00,17.1 ,あり,水
2018/12/5,9:00,3456,2018,2018年12月5日,2018年12月5日 9:00,16.9 ,あり,水
2018/12/5,10:00,3429,2018,2018年12月5日,2018年12月5日 10:00,17.2 ,なし,水
2018/12/5,11:00,3421,2018,2018年12月5日,2018年12月5日 11:00,17.5 ,あり,水
2018/12/5,12:00,3234,2018,2018年12月5日,2018年12月5日 12:00,18.4 ,あり,水
2018/12/5,13:00,3378,2018,2018年12月5日,2018年12月5日 13:00,18.6 ,なし,水
2018/12/5,14:00,3412,2018,2018年12月5日,2018年12月5日 14:00,18.7 ,なし,水
2018/12/5,15:00,3421,2018,2018年12月5日,2018年12月5日 15:00,17.8 ,なし,水
2018/12/5,16:00,3570,2018,2018年12月5日,2018年12月5日 16:00,17.5 ,なし,水
2018/12/5,17:00,3618,2018,2018年12月5日,2018年12月5日 17:00,17.4 ,なし,水
2018/12/5,18:00,3555,2018,2018年12月5日,2018年12月5日 18:00,17.2 ,なし,水
2018/12/5,19:00,3443,2018,2018年12月5日,2018年12月5日 19:00,15.8 ,なし,水
2018/12/5,20:00,3319,2018,2018年12月5日,2018年12月5日 20:00,15.1 ,なし,水
2018/12/5,21:00,3189,2018,2018年12月5日,2018年12月5日 21:00,14.5 ,なし,水
2018/12/5,22:00,3071,2018,2018年12月5日,2018年12月5日 22:00,14.2 ,なし,水
2018/12/5,23:00,2866,2018,2018年12月5日,2018年12月5日 23:00,13.6 ,なし,水
2018/12/6,0:00,2661,2018,2018年12月6日,2018年12月6日 0:00,13.1 ,なし,木
2018/12/6,1:00,2551,2018,2018年12月6日,2018年12月6日 1:00,12.7 ,なし,木
2018/12/6,2:00,2541,2018,2018年12月6日,2018年12月6日 2:00,12.6 ,なし,木
2018/12/6,3:00,2553,2018,2018年12月6日,2018年12月6日 3:00,12.3 ,あり,木
2018/12/6,4:00,2594,2018,2018年12月6日,2018年12月6日 4:00,11.8 ,あり,木
2018/12/6,5:00,2716,2018,2018年12月6日,2018年12月6日 5:00,11.5 ,あり,木
2018/12/6,6:00,3006,2018,2018年12月6日,2018年12月6日 6:00,9.1 ,あり,木
2018/12/6,7:00,3310,2018,2018年12月6日,2018年12月6日 7:00,8.7 ,あり,木
2018/12/6,8:00,3672,2018,2018年12月6日,2018年12月6日 8:00,8.6 ,あり,木
2018/12/6,9:00,3914,2018,2018年12月6日,2018年12月6日 9:00,9.1 ,あり,木
2018/12/6,10:00,3928,2018,2018年12月6日,2018年12月6日 10:00,9.3 ,あり,木
2018/12/6,11:00,3919,2018,2018年12月6日,2018年12月6日 11:00,9.5 ,あり,木
2018/12/6,12:00,3727,2018,2018年12月6日,2018年12月6日 12:00,9.5 ,あり,木
2018/12/6,13:00,3865,2018,2018年12月6日,2018年12月6日 13:00,9.6 ,あり,木
2018/12/6,14:00,3871,2018,2018年12月6日,2018年12月6日 14:00,9.6 ,あり,木
2018/12/6,15:00,3870,2018,2018年12月6日,2018年12月6日 15:00,10.0 ,あり,木
2018/12/6,16:00,4012,2018,2018年12月6日,2018年12月6日 16:00,9.7 ,あり,木
2018/12/6,17:00,4029,2018,2018年12月6日,2018年12月6日 17:00,10.0 ,あり,木
2018/12/6,18:00,3939,2018,2018年12月6日,2018年12月6日 18:00,10.0 ,なし,木
2018/12/6,19:00,3787,2018,2018年12月6日,2018年12月6日 19:00,10.2 ,なし,木
2018/12/6,20:00,3630,2018,2018年12月6日,2018年12月6日 20:00,10.4 ,あり,木
2018/12/6,21:00,3461,2018,2018年12月6日,2018年12月6日 21:00,10.1 ,あり,木
2018/12/6,22:00,3292,2018,2018年12月6日,2018年12月6日 22:00,9.7 ,なし,木
2018/12/6,23:00,3053,2018,2018年12月6日,2018年12月6日 23:00,9.3 ,なし,木
2018/12/7,0:00,2806,2018,2018年12月7日,2018年12月7日 0:00,9.9 ,なし,金
2018/12/7,1:00,2671,2018,2018年12月7日,2018年12月7日 1:00,9.2 ,なし,金
2018/12/7,2:00,2634,2018,2018年12月7日,2018年12月7日 2:00,9.1 ,なし,金
2018/12/7,3:00,2651,2018,2018年12月7日,2018年12月7日 3:00,9.8 ,なし,金
2018/12/7,4:00,2696,2018,2018年12月7日,2018年12月7日 4:00,10.1 ,なし,金
2018/12/7,5:00,2810,2018,2018年12月7日,2018年12月7日 5:00,9.8 ,なし,金
2018/12/7,6:00,3103,2018,2018年12月7日,2018年12月7日 6:00,9.2 ,なし,金
2018/12/7,7:00,3352,2018,2018年12月7日,2018年12月7日 7:00,9.0 ,なし,金
2018/12/7,8:00,3608,2018,2018年12月7日,2018年12月7日 8:00,10.7 ,なし,金
2018/12/7,9:00,3750,2018,2018年12月7日,2018年12月7日 9:00,11.7 ,なし,金
2018/12/7,10:00,3737,2018,2018年12月7日,2018年12月7日 10:00,13.6 ,なし,金
2018/12/7,11:00,3656,2018,2018年12月7日,2018年12月7日 11:00,14.8 ,なし,金
2018/12/7,12:00,3421,2018,2018年12月7日,2018年12月7日 12:00,15.8 ,なし,金
2018/12/7,13:00,3535,2018,2018年12月7日,2018年12月7日 13:00,16.0 ,なし,金
2018/12/7,14:00,3528,2018,2018年12月7日,2018年12月7日 14:00,16.1 ,なし,金
2018/12/7,15:00,3526,2018,2018年12月7日,2018年12月7日 15:00,14.9 ,なし,金
2018/12/7,16:00,3729,2018,2018年12月7日,2018年12月7日 16:00,14.3 ,なし,金
2018/12/7,17:00,3786,2018,2018年12月7日,2018年12月7日 17:00,13.0 ,なし,金
2018/12/7,18:00,3715,2018,2018年12月7日,2018年12月7日 18:00,13.3 ,なし,金
2018/12/7,19:00,3602,2018,2018年12月7日,2018年12月7日 19:00,13.1 ,なし,金
2018/12/7,20:00,3474,2018,2018年12月7日,2018年12月7日 20:00,13.4 ,なし,金
2018/12/7,21:00,3339,2018,2018年12月7日,2018年12月7日 21:00,12.6 ,なし,金
2018/12/7,22:00,3229,2018,2018年12月7日,2018年12月7日 22:00,11.4 ,なし,金
2018/12/7,23:00,3026,2018,2018年12月7日,2018年12月7日 23:00,10.9 ,なし,金
2018/12/8,0:00,2810,2018,2018年12月8日,2018年12月8日 0:00,10.3 ,なし,土
2018/12/8,1:00,2684,2018,2018年12月8日,2018年12月8日 1:00,10.0 ,なし,土
2018/12/8,2:00,2639,2018,2018年12月8日,2018年12月8日 2:00,9.7 ,なし,土
2018/12/8,3:00,2637,2018,2018年12月8日,2018年12月8日 3:00,9.9 ,なし,土
2018/12/8,4:00,2649,2018,2018年12月8日,2018年12月8日 4:00,9.4 ,なし,土
2018/12/8,5:00,2693,2018,2018年12月8日,2018年12月8日 5:00,9.4 ,なし,土
2018/12/8,6:00,2841,2018,2018年12月8日,2018年12月8日 6:00,8.9 ,なし,土
2018/12/8,7:00,3070,2018,2018年12月8日,2018年12月8日 7:00,9.1 ,なし,土
2018/12/8,8:00,3320,2018,2018年12月8日,2018年12月8日 8:00,9.2 ,なし,土
2018/12/8,9:00,3405,2018,2018年12月8日,2018年12月8日 9:00,9.8 ,なし,土
2018/12/8,10:00,3348,2018,2018年12月8日,2018年12月8日 10:00,10.1 ,なし,土
2018/12/8,11:00,3286,2018,2018年12月8日,2018年12月8日 11:00,10.6 ,なし,土
2018/12/8,12:00,3176,2018,2018年12月8日,2018年12月8日 12:00,10.8 ,なし,土
2018/12/8,13:00,3200,2018,2018年12月8日,2018年12月8日 13:00,11.0 ,なし,土
2018/12/8,14:00,3205,2018,2018年12月8日,2018年12月8日 14:00,11.3 ,なし,土
2018/12/8,15:00,3235,2018,2018年12月8日,2018年12月8日 15:00,10.9 ,なし,土
2018/12/8,16:00,3459,2018,2018年12月8日,2018年12月8日 16:00,10.2 ,なし,土
2018/12/8,17:00,3615,2018,2018年12月8日,2018年12月8日 17:00,8.9 ,なし,土
2018/12/8,18:00,3617,2018,2018年12月8日,2018年12月8日 18:00,9.4 ,なし,土
2018/12/8,19:00,3572,2018,2018年12月8日,2018年12月8日 19:00,7.6 ,なし,土
2018/12/8,20:00,3484,2018,2018年12月8日,2018年12月8日 20:00,8.3 ,なし,土
2018/12/8,21:00,3344,2018,2018年12月8日,2018年12月8日 21:00,8.4 ,なし,土
2018/12/8,22:00,3182,2018,2018年12月8日,2018年12月8日 22:00,7.3 ,なし,土
2018/12/8,23:00,2985,2018,2018年12月8日,2018年12月8日 23:00,6.3 ,なし,土
2018/12/9,0:00,2777,2018,2018年12月9日,2018年12月9日 0:00,7.6 ,なし,日
2018/12/9,1:00,2655,2018,2018年12月9日,2018年12月9日 1:00,8.1 ,なし,日
2018/12/9,2:00,2602,2018,2018年12月9日,2018年12月9日 2:00,7.1 ,なし,日
2018/12/9,3:00,2583,2018,2018年12月9日,2018年12月9日 3:00,7.7 ,なし,日
2018/12/9,4:00,2577,2018,2018年12月9日,2018年12月9日 4:00,7.8 ,なし,日
2018/12/9,5:00,2611,2018,2018年12月9日,2018年12月9日 5:00,7.7 ,なし,日
2018/12/9,6:00,2732,2018,2018年12月9日,2018年12月9日 6:00,7.4 ,なし,日
2018/12/9,7:00,2892,2018,2018年12月9日,2018年12月9日 7:00,7.4 ,なし,日
2018/12/9,8:00,3113,2018,2018年12月9日,2018年12月9日 8:00,7.7 ,なし,日
2018/12/9,9:00,3281,2018,2018年12月9日,2018年12月9日 9:00,8.5 ,なし,日
2018/12/9,10:00,3304,2018,2018年12月9日,2018年12月9日 10:00,8.7 ,なし,日
2018/12/9,11:00,3272,2018,2018年12月9日,2018年12月9日 11:00,8.9 ,なし,日
2018/12/9,12:00,3195,2018,2018年12月9日,2018年12月9日 12:00,8.7 ,なし,日
2018/12/9,13:00,3125,2018,2018年12月9日,2018年12月9日 13:00,10.3 ,なし,日
2018/12/9,14:00,3133,2018,2018年12月9日,2018年12月9日 14:00,9.4 ,なし,日
2018/12/9,15:00,3191,2018,2018年12月9日,2018年12月9日 15:00,9.8 ,なし,日
2018/12/9,16:00,3472,2018,2018年12月9日,2018年12月9日 16:00,8.6 ,なし,日
2018/12/9,17:00,3717,2018,2018年12月9日,2018年12月9日 17:00,7.8 ,なし,日
2018/12/9,18:00,3773,2018,2018年12月9日,2018年12月9日 18:00,7.6 ,なし,日
2018/12/9,19:00,3761,2018,2018年12月9日,2018年12月9日 19:00,7.3 ,なし,日
2018/12/9,20:00,3709,2018,2018年12月9日,2018年12月9日 20:00,6.9 ,なし,日
2018/12/9,21:00,3578,2018,2018年12月9日,2018年12月9日 21:00,6.4 ,なし,日
2018/12/9,22:00,3350,2018,2018年12月9日,2018年12月9日 22:00,5.7 ,なし,日
2018/12/9,23:00,3126,2018,2018年12月9日,2018年12月9日 23:00,5.9 ,なし,日
2018/12/10,0:00,2881,2018,2018年12月10日,2018年12月10日 0:00,6.0 ,なし,月
2018/12/10,1:00,2743,2018,2018年12月10日,2018年12月10日 1:00,5.9 ,なし,月
2018/12/10,2:00,2705,2018,2018年12月10日,2018年12月10日 2:00,5.9 ,なし,月
2018/12/10,3:00,2694,2018,2018年12月10日,2018年12月10日 3:00,5.8 ,なし,月
2018/12/10,4:00,2733,2018,2018年12月10日,2018年12月10日 4:00,5.6 ,なし,月
2018/12/10,5:00,2926,2018,2018年12月10日,2018年12月10日 5:00,4.9 ,なし,月
2018/12/10,6:00,3384,2018,2018年12月10日,2018年12月10日 6:00,4.9 ,なし,月
2018/12/10,7:00,3786,2018,2018年12月10日,2018年12月10日 7:00,4.9 ,なし,月
2018/12/10,8:00,4143,2018,2018年12月10日,2018年12月10日 8:00,5.5 ,なし,月
2018/12/10,9:00,4312,2018,2018年12月10日,2018年12月10日 9:00,6.2 ,なし,月
2018/12/10,10:00,4285,2018,2018年12月10日,2018年12月10日 10:00,6.2 ,なし,月
2018/12/10,11:00,4217,2018,2018年12月10日,2018年12月10日 11:00,6.5 ,なし,月
2018/12/10,12:00,3930,2018,2018年12月10日,2018年12月10日 12:00,7.6 ,なし,月
2018/12/10,13:00,4026,2018,2018年12月10日,2018年12月10日 13:00,7.8 ,なし,月
2018/12/10,14:00,4012,2018,2018年12月10日,2018年12月10日 14:00,7.9 ,なし,月
2018/12/10,15:00,4063,2018,2018年12月10日,2018年12月10日 15:00,6.9 ,なし,月
2018/12/10,16:00,4301,2018,2018年12月10日,2018年12月10日 16:00,6.1 ,なし,月
2018/12/10,17:00,4452,2018,2018年12月10日,2018年12月10日 17:00,6.2 ,なし,月
2018/12/10,18:00,4419,2018,2018年12月10日,2018年12月10日 18:00,6.2 ,なし,月
2018/12/10,19:00,4322,2018,2018年12月10日,2018年12月10日 19:00,5.2 ,なし,月
2018/12/10,20:00,4199,2018,2018年12月10日,2018年12月10日 20:00,5.8 ,なし,月
2018/12/10,21:00,4049,2018,2018年12月10日,2018年12月10日 21:00,5.4 ,なし,月
2018/12/10,22:00,3824,2018,2018年12月10日,2018年12月10日 22:00,4.9 ,なし,月
2018/12/10,23:00,3564,2018,2018年12月10日,2018年12月10日 23:00,5.1 ,なし,月
2018/12/11,0:00,3255,2018,2018年12月11日,2018年12月11日 0:00,4.5 ,なし,火
2018/12/11,1:00,3091,2018,2018年12月11日,2018年12月11日 1:00,3.3 ,なし,火
2018/12/11,2:00,3020,2018,2018年12月11日,2018年12月11日 2:00,4.2 ,なし,火
2018/12/11,3:00,3005,2018,2018年12月11日,2018年12月11日 3:00,3.9 ,なし,火
2018/12/11,4:00,3047,2018,2018年12月11日,2018年12月11日 4:00,3.6 ,なし,火
2018/12/11,5:00,3258,2018,2018年12月11日,2018年12月11日 5:00,1.9 ,なし,火
2018/12/11,6:00,3739,2018,2018年12月11日,2018年12月11日 6:00,1.8 ,なし,火
2018/12/11,7:00,4074,2018,2018年12月11日,2018年12月11日 7:00,2.7 ,なし,火
2018/12/11,8:00,4305,2018,2018年12月11日,2018年12月11日 8:00,3.6 ,なし,火
2018/12/11,9:00,4482,2018,2018年12月11日,2018年12月11日 9:00,4.9 ,なし,火
2018/12/11,10:00,4413,2018,2018年12月11日,2018年12月11日 10:00,6.2 ,なし,火
2018/12/11,11:00,4351,2018,2018年12月11日,2018年12月11日 11:00,5.9 ,なし,火
2018/12/11,12:00,4163,2018,2018年12月11日,2018年12月11日 12:00,6.2 ,なし,火
2018/12/11,13:00,4280,2018,2018年12月11日,2018年12月11日 13:00,6.7 ,なし,火
2018/12/11,14:00,4338,2018,2018年12月11日,2018年12月11日 14:00,7.0 ,なし,火
2018/12/11,15:00,4353,2018,2018年12月11日,2018年12月11日 15:00,7.0 ,なし,火
2018/12/11,16:00,4554,2018,2018年12月11日,2018年12月11日 16:00,6.6 ,あり,火
2018/12/11,17:00,4608,2018,2018年12月11日,2018年12月11日 17:00,5.7 ,あり,火
2018/12/11,18:00,4540,2018,2018年12月11日,2018年12月11日 18:00,6.1 ,あり,火
2018/12/11,19:00,4430,2018,2018年12月11日,2018年12月11日 19:00,5.9 ,あり,火
2018/12/11,20:00,4293,2018,2018年12月11日,2018年12月11日 20:00,5.1 ,あり,火
2018/12/11,21:00,4137,2018,2018年12月11日,2018年12月11日 21:00,4.3 ,あり,火
2018/12/11,22:00,3925,2018,2018年12月11日,2018年12月11日 22:00,3.8 ,あり,火
2018/12/11,23:00,3644,2018,2018年12月11日,2018年12月11日 23:00,3.4 ,あり,火
2018/12/12,0:00,3329,2018,2018年12月12日,2018年12月12日 0:00,3.5 ,あり,水
2018/12/12,1:00,3146,2018,2018年12月12日,2018年12月12日 1:00,3.3 ,あり,水
2018/12/12,2:00,3055,2018,2018年12月12日,2018年12月12日 2:00,3.3 ,あり,水
2018/12/12,3:00,3004,2018,2018年12月12日,2018年12月12日 3:00,3.6 ,あり,水
2018/12/12,4:00,3012,2018,2018年12月12日,2018年12月12日 4:00,3.8 ,あり,水
2018/12/12,5:00,3177,2018,2018年12月12日,2018年12月12日 5:00,4.3 ,あり,水
2018/12/12,6:00,3602,2018,2018年12月12日,2018年12月12日 6:00,4.9 ,あり,水
2018/12/12,7:00,4004,2018,2018年12月12日,2018年12月12日 7:00,5.1 ,あり,水
2018/12/12,8:00,4401,2018,2018年12月12日,2018年12月12日 8:00,5.3 ,あり,水
2018/12/12,9:00,4614,2018,2018年12月12日,2018年12月12日 9:00,5.6 ,あり,水
2018/12/12,10:00,4554,2018,2018年12月12日,2018年12月12日 10:00,5.9 ,あり,水
2018/12/12,11:00,4355,2018,2018年12月12日,2018年12月12日 11:00,7.1 ,あり,水
2018/12/12,12:00,4062,2018,2018年12月12日,2018年12月12日 12:00,7.5 ,あり,水
2018/12/12,13:00,4110,2018,2018年12月12日,2018年12月12日 13:00,8.6 ,なし,水
2018/12/12,14:00,4080,2018,2018年12月12日,2018年12月12日 14:00,9.2 ,なし,水
2018/12/12,15:00,4111,2018,2018年12月12日,2018年12月12日 15:00,10.0 ,なし,水
2018/12/12,16:00,4308,2018,2018年12月12日,2018年12月12日 16:00,9.0 ,なし,水
2018/12/12,17:00,4388,2018,2018年12月12日,2018年12月12日 17:00,10.0 ,なし,水
2018/12/12,18:00,4332,2018,2018年12月12日,2018年12月12日 18:00,10.5 ,なし,水
2018/12/12,19:00,4221,2018,2018年12月12日,2018年12月12日 19:00,10.1 ,なし,水
2018/12/12,20:00,4097,2018,2018年12月12日,2018年12月12日 20:00,9.0 ,なし,水
2018/12/12,21:00,3940,2018,2018年12月12日,2018年12月12日 21:00,8.3 ,なし,水
2018/12/12,22:00,3743,2018,2018年12月12日,2018年12月12日 22:00,7.9 ,なし,水
2018/12/12,23:00,3483,2018,2018年12月12日,2018年12月12日 23:00,7.5 ,なし,水
2018/12/13,0:00,3203,2018,2018年12月13日,2018年12月13日 0:00,6.9 ,なし,木
2018/12/13,1:00,3043,2018,2018年12月13日,2018年12月13日 1:00,7.1 ,なし,木
